TransactionID,Date,Region,BranchID,BranchName,BranchManager,ProductCategory,ProductID,Quantity,UnitPrice,UnitCost,GrossSales,COGS,GrossProfit,OperationalCost,NetProfit,PaymentMethod,DayOfWeek
T000426,2021-06-09,North,B004,North - Chennai,Anil Rao,Clothing,CLO-044,1,562.0,331.98,562.0,331.98,230.02,116.88,113.14,Cash,Wednesday
T000427,2019-01-01,East,B003,East - Siliguri,Sunita M,Electronics,ELE-019,1,2529.44,1860.02,2529.44,1860.02,669.42,454.63,214.79,NetBanking,Tuesday
T000428,2020-08-28,East,B002,East - Kolkata,Priya N,Electronics,ELE-002,1,9870.98,5272.14,9870.98,5272.14,4598.84,366.57,4232.27,Cash,Friday
T000429,2019-07-13,East,B001,East - Bhubaneswar,Arun D,Electronics,ELE-029,1,1878.84,1431.6,1878.84,1431.6,447.24,196.41,250.83,Card,Saturday
T000430,2019-12-15,South,B008,South - Bangalore,Ravi K,Health & Beauty,HEA-008,1,709.39,476.24,709.39,476.24,233.15,59.79,173.36,Card,Sunday
T000431,2021-02-06,North,B006,North - Madurai,Karthik V,Health & Beauty,HEA-019,1,3114.91,1605.19,3114.91,1605.19,1509.72,92.91,1416.81,Card,Saturday
T000432,2020-11-06,South,B009,South - Mangalore,Nitin R,Grocery,GRO-008,3,584.82,361.11,1754.46,1083.33,671.13,228.83,442.3,Cash,Friday
T000433,2019-03-04,East,B003,East - Siliguri,Sunita M,Clothing,CLO-031,1,288.06,159.44,288.06,159.44,128.62,77.29,51.33,Card,Monday
T000434,2020-03-13,West,B013,West - Pune,Bhavani L,Home & Kitchen,HOM-028,2,4059.13,2655.06,8118.26,5310.12,2808.14,1132.28,1675.86,Card,Friday
T000435,2020-05-25,North,B007,North - Trichy,Sahana P,Home & Kitchen,HOM-046,1,4710.81,2993.25,4710.81,2993.25,1717.56,692.82,1024.74,Wallet,Monday
T000436,2021-07-01,South,B008,South - Bangalore,Ravi K,Toys,TOY-004,1,3793.46,2310.08,3793.46,2310.08,1483.38,373.17,1110.21,Card,Thursday
T000437,2019-05-12,West,B011,West - Ahmedabad,Kumar S,Toys,TOY-026,2,2360.3,1125.52,4720.6,2251.04,2469.56,227.58,2241.98,Card,Sunday
T000438,2019-04-27,South,B010,South - Mysore,Meera S,Toys,TOY-045,1,4422.2,2632.04,4422.2,2632.04,1790.16,397.15,1393.01,Card,Saturday
T000439,2020-12-10,South,B009,South - Mangalore,Nitin R,Electronics,ELE-007,1,23875.51,12009.41,23875.51,12009.41,11866.1,2333.36,9532.74,Card,Thursday
T000440,2020-03-15,West,B012,West - Mumbai,Vikram J,Grocery,GRO-034,1,3118.84,2165.63,3118.84,2165.63,953.21,176.51,776.7,Card,Sunday
T000441,2019-04-18,West,B012,West - Mumbai,Vikram J,Grocery,GRO-036,1,442.44,286.72,442.44,286.72,155.72,95.96,59.76,Card,Thursday
T000442,2019-06-07,East,B003,East - Siliguri,Sunita M,Electronics,ELE-004,1,13210.67,7420.34,13210.67,7420.34,5790.33,1285.09,4505.24,Card,Friday
T000443,2019-12-11,South,B010,South - Mysore,Meera S,Electronics,ELE-026,1,23536.78,11615.9,23536.78,11615.9,11920.88,3815.08,8105.8,Cash,Wednesday
T000444,2021-03-01,West,B013,West - Pune,Bhavani L,Clothing,CLO-018,1,4682.89,3209.13,4682.89,3209.13,1473.76,495.7,978.06,Wallet,Monday
T000445,2019-01-25,North,B005,North - Coimbatore,Divya G,Grocery,GRO-029,1,704.29,425.36,704.29,425.36,278.93,108.79,170.14,Cash,Friday
T000446,2020-10-18,East,B001,East - Bhubaneswar,Arun D,Electronics,ELE-037,2,20925.47,10858.45,41850.94,21716.9,20134.04,3805.0,16329.04,Card,Sunday
T000447,2020-07-05,West,B013,West - Pune,Bhavani L,Grocery,GRO-006,1,2254.66,1026.09,2254.66,1026.09,1228.57,178.32,1050.25,Cash,Sunday
T000448,2020-03-30,East,B003,East - Siliguri,Sunita M,Clothing,CLO-045,2,4133.03,2999.38,8266.06,5998.76,2267.3,582.77,1684.53,Card,Monday
T000449,2020-02-14,East,B002,East - Kolkata,Priya N,Grocery,GRO-003,1,1051.36,615.41,1051.36,615.41,435.95,52.53,383.42,Card,Friday
T000450,2020-06-13,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-047,1,357.11,169.59,357.11,169.59,187.52,70.4,117.12,NetBanking,Saturday
T000451,2020-09-02,North,B004,North - Chennai,Anil Rao,Grocery,GRO-015,1,4120.58,3156.23,4120.58,3156.23,964.35,453.78,510.57,Card,Wednesday
T000452,2020-10-07,West,B012,West - Mumbai,Vikram J,Grocery,GRO-012,4,3992.6,2854.17,15970.4,11416.68,4553.72,2070.89,2482.83,Cash,Wednesday
T000453,2021-01-26,North,B006,North - Madurai,Karthik V,Grocery,GRO-013,1,1465.21,1004.16,1465.21,1004.16,461.05,76.62,384.43,Card,Tuesday
T000454,2021-04-18,North,B007,North - Trichy,Sahana P,Home & Kitchen,HOM-028,1,926.56,448.87,926.56,448.87,477.69,192.34,285.35,UPI,Sunday
T000455,2019-12-12,South,B008,South - Bangalore,Ravi K,Grocery,GRO-025,1,3106.77,1623.98,3106.77,1623.98,1482.79,364.33,1118.46,Card,Thursday
T000456,2021-05-05,North,B005,North - Coimbatore,Divya G,Clothing,CLO-011,2,1658.37,1145.19,3316.74,2290.38,1026.36,614.5,411.86,Card,Wednesday
T000457,2020-11-21,East,B003,East - Siliguri,Sunita M,Clothing,CLO-019,1,3667.81,2189.7,3667.81,2189.7,1478.11,455.23,1022.88,UPI,Saturday
T000458,2021-08-06,North,B004,North - Chennai,Anil Rao,Home & Kitchen,HOM-034,1,2325.24,1596.32,2325.24,1596.32,728.92,307.24,421.68,Cash,Friday
T000459,2020-11-23,East,B002,East - Kolkata,Priya N,Grocery,GRO-044,1,2880.36,1733.74,2880.36,1733.74,1146.62,139.81,1006.81,Card,Monday
T000460,2019-11-28,East,B003,East - Siliguri,Sunita M,Home & Kitchen,HOM-032,1,2989.21,1947.34,2989.21,1947.34,1041.87,163.23,878.64,Card,Thursday
T000461,2020-09-16,South,B009,South - Mangalore,Nitin R,Health & Beauty,HEA-042,1,264.41,183.7,264.41,183.7,80.71,57.79,22.92,Card,Wednesday
T000462,2019-08-03,West,B012,West - Mumbai,Vikram J,Clothing,CLO-023,1,4564.2,2151.22,4564.2,2151.22,2412.98,611.33,1801.65,Card,Saturday
T000463,2020-03-30,East,B002,East - Kolkata,Priya N,Grocery,GRO-006,1,2944.9,2295.6,2944.9,2295.6,649.3,167.3,482.0,Cash,Monday
T000464,2020-11-16,North,B007,North - Trichy,Sahana P,Electronics,ELE-045,1,16141.64,8820.4,16141.64,8820.4,7321.24,1610.49,5710.75,Card,Monday
T000465,2019-12-13,North,B006,North - Madurai,Karthik V,Health & Beauty,HEA-025,1,4569.56,2971.32,4569.56,2971.32,1598.24,240.66,1357.58,Cash,Friday
T000466,2019-09-28,South,B008,South - Bangalore,Ravi K,Clothing,CLO-006,1,383.52,284.2,383.52,284.2,99.32,56.09,43.23,UPI,Saturday
T000467,2021-02-21,South,B008,South - Bangalore,Ravi K,Health & Beauty,HEA-015,1,4324.23,2413.27,4324.23,2413.27,1910.96,306.54,1604.42,Card,Sunday
T000468,2020-09-02,North,B006,North - Madurai,Karthik V,Home & Kitchen,HOM-015,1,3411.38,2647.6,3411.38,2647.6,763.78,649.79,113.99,Card,Wednesday
T000469,2021-08-21,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-009,1,54.6,41.83,54.6,41.83,12.77,15.73,-2.96,Card,Saturday
T000470,2020-01-26,West,B012,West - Mumbai,Vikram J,Home & Kitchen,HOM-002,1,4661.9,3110.09,4661.9,3110.09,1551.81,701.53,850.28,Card,Sunday
T000471,2020-02-14,North,B006,North - Madurai,Karthik V,Grocery,GRO-031,3,1998.1,990.56,5994.3,2971.68,3022.62,801.93,2220.69,Card,Friday
T000472,2019-08-15,South,B009,South - Mangalore,Nitin R,Grocery,GRO-018,1,1600.67,1076.65,1600.67,1076.65,524.02,139.32,384.7,Card,Thursday
T000473,2021-10-06,West,B012,West - Mumbai,Vikram J,Electronics,ELE-025,1,19188.55,9596.32,19188.55,9596.32,9592.23,2436.94,7155.29,Cash,Wednesday
T000474,2021-05-12,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-008,1,3019.84,1872.23,3019.84,1872.23,1147.61,370.85,776.76,NetBanking,Wednesday
T000475,2021-05-09,West,B012,West - Mumbai,Vikram J,Toys,TOY-018,3,3428.58,1940.8,10285.74,5822.4,4463.34,1063.59,3399.75,Card,Sunday
T000476,2019-05-12,South,B009,South - Mangalore,Nitin R,Grocery,GRO-014,1,467.06,321.77,467.06,321.77,145.29,74.41,70.88,NetBanking,Sunday
T000477,2019-11-13,South,B009,South - Mangalore,Nitin R,Health & Beauty,HEA-045,1,3722.79,2558.31,3722.79,2558.31,1164.48,269.03,895.45,Cash,Wednesday
T000478,2019-02-28,East,B002,East - Kolkata,Priya N,Clothing,CLO-038,1,1012.95,746.74,1012.95,746.74,266.21,163.55,102.66,Card,Thursday
T000479,2020-09-24,East,B003,East - Siliguri,Sunita M,Clothing,CLO-048,2,4156.34,2902.31,8312.68,5804.62,2508.06,349.19,2158.87,Card,Thursday
T000480,2021-02-02,East,B003,East - Siliguri,Sunita M,Health & Beauty,HEA-024,1,3079.44,1715.88,3079.44,1715.88,1363.56,230.46,1133.1,Card,Tuesday
T000481,2021-08-02,East,B003,East - Siliguri,Sunita M,Grocery,GRO-047,2,704.83,558.34,1409.66,1116.68,292.98,209.4,83.58,NetBanking,Monday
T000482,2019-08-31,South,B010,South - Mysore,Meera S,Grocery,GRO-014,1,2626.69,1587.13,2626.69,1587.13,1039.56,450.08,589.48,Card,Saturday
T000483,2019-06-01,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-017,1,4352.42,2766.06,4352.42,2766.06,1586.36,436.43,1149.93,UPI,Saturday
T000484,2021-09-07,South,B010,South - Mysore,Meera S,Home & Kitchen,HOM-043,1,1320.4,941.76,1320.4,941.76,378.64,154.2,224.44,Card,Tuesday
T000485,2021-12-26,North,B004,North - Chennai,Anil Rao,Toys,TOY-016,1,2875.27,1775.61,2875.27,1775.61,1099.66,463.84,635.82,Card,Sunday
T000486,2020-07-15,South,B010,South - Mysore,Meera S,Health & Beauty,HEA-029,1,384.64,270.56,384.64,270.56,114.08,89.23,24.85,Cash,Wednesday
T000487,2020-07-15,South,B009,South - Mangalore,Nitin R,Electronics,ELE-032,1,6053.86,4312.06,6053.86,4312.06,1741.8,1019.98,721.82,Card,Wednesday
T000488,2021-04-01,West,B012,West - Mumbai,Vikram J,Electronics,ELE-018,1,18542.51,12799.52,18542.51,12799.52,5742.99,2833.49,2909.5,UPI,Thursday
T000489,2021-01-05,South,B010,South - Mysore,Meera S,Clothing,CLO-004,4,2442.0,1942.4,9768.0,7769.6,1998.4,1390.85,607.55,Card,Tuesday
T000490,2021-12-22,West,B013,West - Pune,Bhavani L,Grocery,GRO-021,1,4300.87,2425.94,4300.87,2425.94,1874.93,753.02,1121.91,Cash,Wednesday
T000491,2021-09-17,East,B001,East - Bhubaneswar,Arun D,Toys,TOY-049,1,2711.04,1395.43,2711.04,1395.43,1315.61,247.7,1067.91,Card,Friday
T000492,2020-02-02,North,B005,North - Coimbatore,Divya G,Toys,TOY-029,1,2708.35,2015.01,2708.35,2015.01,693.34,238.11,455.23,Wallet,Sunday
T000493,2019-12-11,East,B002,East - Kolkata,Priya N,Health & Beauty,HEA-022,1,1453.86,820.27,1453.86,820.27,633.59,73.15,560.44,Cash,Wednesday
T000494,2021-08-04,South,B008,South - Bangalore,Ravi K,Grocery,GRO-001,1,4305.24,2191.73,4305.24,2191.73,2113.51,679.93,1433.58,Card,Wednesday
T000495,2021-04-22,South,B009,South - Mangalore,Nitin R,Grocery,GRO-023,4,3049.33,1909.79,12197.32,7639.16,4558.16,2006.1,2552.06,UPI,Thursday
T000496,2020-05-02,West,B011,West - Ahmedabad,Kumar S,Home & Kitchen,HOM-050,1,2541.56,1852.17,2541.56,1852.17,689.39,385.59,303.8,Cash,Saturday
T000497,2020-08-22,South,B009,South - Mangalore,Nitin R,Electronics,ELE-045,1,23782.76,12449.42,23782.76,12449.42,11333.34,1517.15,9816.19,UPI,Saturday
T000498,2021-02-05,East,B003,East - Siliguri,Sunita M,Toys,TOY-002,1,587.98,466.53,587.98,466.53,121.45,87.55,33.9,Card,Friday
T000499,2020-11-18,East,B002,East - Kolkata,Priya N,Grocery,GRO-041,1,3741.3,2765.12,3741.3,2765.12,976.18,538.38,437.8,UPI,Wednesday
T000500,2020-09-07,West,B013,West - Pune,Bhavani L,Electronics,ELE-007,2,17298.06,11125.73,34596.12,22251.46,12344.66,2054.76,10289.9,Wallet,Monday
T000501,2020-12-21,East,B002,East - Kolkata,Priya N,Clothing,CLO-027,1,1006.14,618.73,1006.14,618.73,387.41,118.21,269.2,Card,Monday
T000502,2020-03-28,North,B006,North - Madurai,Karthik V,Electronics,ELE-026,1,1629.59,1081.13,1629.59,1081.13,548.46,117.78,430.68,Cash,Saturday
T000503,2019-06-11,West,B012,West - Mumbai,Vikram J,Grocery,GRO-037,2,2016.49,1080.72,4032.98,2161.44,1871.54,625.26,1246.28,Cash,Tuesday
T000504,2020-09-16,South,B010,South - Mysore,Meera S,Home & Kitchen,HOM-021,1,1447.72,692.49,1447.72,692.49,755.23,269.81,485.42,Card,Wednesday
T000505,2020-10-18,North,B004,North - Chennai,Anil Rao,Health & Beauty,HEA-029,1,4762.71,3373.31,4762.71,3373.31,1389.4,595.16,794.24,Cash,Sunday
T000506,2019-10-09,East,B002,East - Kolkata,Priya N,Health & Beauty,HEA-026,2,2147.66,1223.62,4295.32,2447.24,1848.08,771.75,1076.33,Card,Wednesday
T000507,2020-01-21,South,B009,South - Mangalore,Nitin R,Clothing,CLO-033,1,1595.35,1122.79,1595.35,1122.79,472.56,277.65,194.91,Wallet,Tuesday
T000508,2021-05-16,South,B009,South - Mangalore,Nitin R,Grocery,GRO-036,2,4232.95,2490.11,8465.9,4980.22,3485.68,261.84,3223.84,Card,Sunday
T000509,2020-05-08,North,B006,North - Madurai,Karthik V,Electronics,ELE-016,1,16627.17,8757.43,16627.17,8757.43,7869.74,664.58,7205.16,Card,Friday
T000510,2019-01-30,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-004,1,4787.82,2870.23,4787.82,2870.23,1917.59,505.12,1412.47,Card,Wednesday
T000511,2021-02-13,West,B013,West - Pune,Bhavani L,Electronics,ELE-026,1,10861.92,5092.33,10861.92,5092.33,5769.59,276.73,5492.86,Card,Saturday
T000512,2020-02-29,West,B013,West - Pune,Bhavani L,Grocery,GRO-046,1,3669.69,2640.02,3669.69,2640.02,1029.67,676.92,352.75,Card,Saturday
T000513,2020-12-11,South,B008,South - Bangalore,Ravi K,Health & Beauty,HEA-022,1,4218.43,2805.03,4218.43,2805.03,1413.4,317.91,1095.49,Card,Friday
T000514,2020-10-01,West,B011,West - Ahmedabad,Kumar S,Health & Beauty,HEA-037,1,4245.36,2180.57,4245.36,2180.57,2064.79,389.67,1675.12,UPI,Thursday
T000515,2020-08-09,East,B003,East - Siliguri,Sunita M,Grocery,GRO-017,1,3752.68,2787.44,3752.68,2787.44,965.24,544.74,420.5,UPI,Sunday
T000516,2019-12-02,East,B001,East - Bhubaneswar,Arun D,Home & Kitchen,HOM-038,1,1331.58,623.83,1331.58,623.83,707.75,191.78,515.97,Card,Monday
T000517,2020-08-06,West,B011,West - Ahmedabad,Kumar S,Clothing,CLO-013,1,3573.3,2731.52,3573.3,2731.52,841.78,415.19,426.59,Cash,Thursday
T000518,2021-02-28,South,B008,South - Bangalore,Ravi K,Home & Kitchen,HOM-012,1,2666.85,1512.25,2666.85,1512.25,1154.6,288.82,865.78,UPI,Sunday
T000519,2019-07-23,North,B005,North - Coimbatore,Divya G,Electronics,ELE-014,2,18811.35,13765.97,37622.7,27531.94,10090.76,1584.35,8506.41,NetBanking,Tuesday
T000520,2020-02-29,North,B004,North - Chennai,Anil Rao,Home & Kitchen,HOM-038,1,2400.11,1362.57,2400.11,1362.57,1037.54,407.04,630.5,Card,Saturday
T000521,2021-03-22,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-008,1,939.02,515.03,939.02,515.03,423.99,113.92,310.07,UPI,Monday
T000522,2021-04-01,West,B013,West - Pune,Bhavani L,Grocery,GRO-046,2,1921.07,1524.2,3842.14,3048.4,793.74,404.11,389.63,Card,Thursday
T000523,2020-04-10,East,B002,East - Kolkata,Priya N,Home & Kitchen,HOM-007,1,4227.77,2290.79,4227.77,2290.79,1936.98,376.62,1560.36,Card,Friday
T000524,2020-09-24,South,B010,South - Mysore,Meera S,Grocery,GRO-024,1,4429.8,2352.11,4429.8,2352.11,2077.69,424.81,1652.88,NetBanking,Thursday
T000525,2020-09-10,North,B006,North - Madurai,Karthik V,Grocery,GRO-025,1,3172.31,1933.45,3172.31,1933.45,1238.86,347.2,891.66,Card,Thursday
T000526,2019-12-15,West,B013,West - Pune,Bhavani L,Grocery,GRO-008,1,2759.26,1400.63,2759.26,1400.63,1358.63,102.67,1255.96,Card,Sunday
T000527,2020-07-18,South,B010,South - Mysore,Meera S,Home & Kitchen,HOM-002,1,4820.24,2805.12,4820.24,2805.12,2015.12,570.21,1444.91,Card,Saturday
T000528,2021-10-18,West,B011,West - Ahmedabad,Kumar S,Clothing,CLO-009,1,4405.2,2982.49,4405.2,2982.49,1422.71,754.98,667.73,Cash,Monday
T000529,2019-12-06,South,B009,South - Mangalore,Nitin R,Home & Kitchen,HOM-028,1,1539.78,792.09,1539.78,792.09,747.69,243.5,504.19,Card,Friday
T000530,2020-11-06,North,B006,North - Madurai,Karthik V,Grocery,GRO-048,1,2242.01,1673.76,2242.01,1673.76,568.25,166.58,401.67,Card,Friday
T000531,2021-12-15,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-025,1,1941.56,1078.8,1941.56,1078.8,862.76,78.19,784.57,Card,Wednesday
T000532,2020-11-25,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-046,1,2254.11,1399.44,2254.11,1399.44,854.67,347.78,506.89,Card,Wednesday
T000533,2020-11-19,East,B002,East - Kolkata,Priya N,Home & Kitchen,HOM-010,1,1216.16,679.36,1216.16,679.36,536.8,117.89,418.91,Card,Thursday
T000534,2021-11-11,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-036,4,1917.15,1400.75,7668.6,5603.0,2065.6,730.66,1334.94,Cash,Thursday
T000535,2021-11-03,East,B002,East - Kolkata,Priya N,Grocery,GRO-041,1,2471.67,1227.61,2471.67,1227.61,1244.06,163.48,1080.58,NetBanking,Wednesday
T000536,2019-09-10,South,B010,South - Mysore,Meera S,Electronics,ELE-032,1,10149.58,4771.19,10149.58,4771.19,5378.39,1195.04,4183.35,Cash,Tuesday
T000537,2020-10-16,South,B009,South - Mangalore,Nitin R,Electronics,ELE-049,1,14736.1,7953.73,14736.1,7953.73,6782.37,2507.73,4274.64,UPI,Friday
T000538,2020-07-10,East,B003,East - Siliguri,Sunita M,Clothing,CLO-024,1,1830.61,1167.3,1830.61,1167.3,663.31,271.69,391.62,NetBanking,Friday
T000539,2019-11-19,South,B009,South - Mangalore,Nitin R,Home & Kitchen,HOM-022,2,4984.21,2987.54,9968.42,5975.08,3993.34,383.02,3610.32,UPI,Tuesday
T000540,2021-08-15,South,B009,South - Mangalore,Nitin R,Grocery,GRO-020,1,4860.63,3059.36,4860.63,3059.36,1801.27,349.55,1451.72,NetBanking,Sunday
T000541,2019-11-30,South,B010,South - Mysore,Meera S,Grocery,GRO-036,1,4867.64,2533.57,4867.64,2533.57,2334.07,113.17,2220.9,Card,Saturday
T000542,2021-06-17,East,B001,East - Bhubaneswar,Arun D,Clothing,CLO-041,1,4461.14,2726.31,4461.14,2726.31,1734.83,645.04,1089.79,Cash,Thursday
T000543,2019-04-16,West,B012,West - Mumbai,Vikram J,Grocery,GRO-021,1,442.11,206.23,442.11,206.23,235.88,23.71,212.17,Card,Tuesday
T000544,2021-10-21,East,B003,East - Siliguri,Sunita M,Grocery,GRO-050,1,3821.35,2914.38,3821.35,2914.38,906.97,370.17,536.8,Card,Thursday
T000545,2020-03-02,South,B008,South - Bangalore,Ravi K,Health & Beauty,HEA-027,1,4638.19,3648.96,4638.19,3648.96,989.23,495.84,493.39,Card,Monday
T000546,2021-11-15,West,B012,West - Mumbai,Vikram J,Clothing,CLO-006,3,4127.05,2881.3,12381.15,8643.9,3737.25,1453.63,2283.62,Card,Monday
T000547,2020-05-05,North,B006,North - Madurai,Karthik V,Electronics,ELE-045,1,8082.31,3883.05,8082.31,3883.05,4199.26,602.26,3597.0,NetBanking,Tuesday
T000548,2020-01-02,North,B004,North - Chennai,Anil Rao,Toys,TOY-017,1,4691.32,3227.14,4691.32,3227.14,1464.18,554.27,909.91,NetBanking,Thursday
T000549,2021-05-13,East,B003,East - Siliguri,Sunita M,Clothing,CLO-036,1,1105.05,832.67,1105.05,832.67,272.38,206.75,65.63,NetBanking,Thursday
T000550,2019-04-17,West,B013,West - Pune,Bhavani L,Grocery,GRO-030,1,3036.06,1607.72,3036.06,1607.72,1428.34,361.15,1067.19,Card,Wednesday
T000551,2021-12-20,West,B013,West - Pune,Bhavani L,Electronics,ELE-024,2,588.13,449.04,1176.26,898.08,278.18,44.76,233.42,Cash,Monday
T000552,2020-01-03,East,B001,East - Bhubaneswar,Arun D,Health & Beauty,HEA-045,2,1229.53,649.85,2459.06,1299.7,1159.36,264.42,894.94,Cash,Friday
T000553,2020-12-10,West,B013,West - Pune,Bhavani L,Electronics,ELE-046,1,17747.17,12050.71,17747.17,12050.71,5696.46,2848.49,2847.97,Card,Thursday
T000554,2021-10-10,South,B009,South - Mangalore,Nitin R,Electronics,ELE-038,1,14635.08,10264.44,14635.08,10264.44,4370.64,616.03,3754.61,Card,Sunday
T000555,2020-07-16,South,B009,South - Mangalore,Nitin R,Toys,TOY-025,2,845.14,431.49,1690.28,862.98,827.3,116.33,710.97,Card,Thursday
T000556,2019-04-27,East,B002,East - Kolkata,Priya N,Electronics,ELE-031,1,8188.16,4235.66,8188.16,4235.66,3952.5,618.07,3334.43,Card,Saturday
T000557,2020-05-01,South,B010,South - Mysore,Meera S,Health & Beauty,HEA-007,1,3594.12,2381.33,3594.12,2381.33,1212.79,158.28,1054.51,Cash,Friday
T000558,2020-10-14,South,B009,South - Mangalore,Nitin R,Grocery,GRO-044,1,4083.23,2433.96,4083.23,2433.96,1649.27,331.18,1318.09,Card,Wednesday
T000559,2019-05-11,North,B007,North - Trichy,Sahana P,Clothing,CLO-017,1,2746.77,1356.84,2746.77,1356.84,1389.93,198.01,1191.92,Card,Saturday
T000560,2020-03-26,South,B008,South - Bangalore,Ravi K,Grocery,GRO-019,1,4337.82,3275.29,4337.82,3275.29,1062.53,402.11,660.42,Card,Thursday
T000561,2021-02-23,East,B003,East - Siliguri,Sunita M,Grocery,GRO-025,1,4298.7,3205.55,4298.7,3205.55,1093.15,369.28,723.87,Card,Tuesday
T000562,2019-03-08,North,B005,North - Coimbatore,Divya G,Grocery,GRO-002,1,3482.22,2500.88,3482.22,2500.88,981.34,280.6,700.74,Card,Friday
T000563,2020-05-03,West,B012,West - Mumbai,Vikram J,Home & Kitchen,HOM-039,1,566.86,367.97,566.86,367.97,198.89,85.15,113.74,Card,Sunday
T000564,2020-04-17,West,B012,West - Mumbai,Vikram J,Grocery,GRO-005,1,3624.97,1852.2,3624.97,1852.2,1772.77,426.84,1345.93,Card,Friday
T000565,2019-01-30,North,B006,North - Madurai,Karthik V,Grocery,GRO-006,1,2545.46,1433.05,2545.46,1433.05,1112.41,181.91,930.5,Cash,Wednesday
T000566,2021-10-12,East,B001,East - Bhubaneswar,Arun D,Home & Kitchen,HOM-027,1,1543.91,1180.95,1543.91,1180.95,362.96,210.85,152.11,Cash,Tuesday
T000567,2020-07-01,North,B007,North - Trichy,Sahana P,Grocery,GRO-050,1,220.17,148.31,220.17,148.31,71.86,31.85,40.01,Card,Wednesday
T000568,2020-08-20,South,B009,South - Mangalore,Nitin R,Home & Kitchen,HOM-018,1,560.92,367.27,560.92,367.27,193.65,83.65,110.0,Card,Thursday
T000569,2019-10-20,North,B006,North - Madurai,Karthik V,Electronics,ELE-039,2,15744.85,7500.02,31489.7,15000.04,16489.66,1203.31,15286.35,Card,Sunday
T000570,2019-05-29,North,B006,North - Madurai,Karthik V,Electronics,ELE-023,2,24244.9,14762.09,48489.8,29524.18,18965.62,4934.03,14031.59,NetBanking,Wednesday
T000571,2021-07-28,South,B009,South - Mangalore,Nitin R,Electronics,ELE-003,1,15171.6,10301.17,15171.6,10301.17,4870.43,2734.89,2135.54,Card,Wednesday
T000572,2020-03-22,South,B010,South - Mysore,Meera S,Grocery,GRO-036,2,3249.23,2198.33,6498.46,4396.66,2101.8,297.68,1804.12,Wallet,Sunday
T000573,2021-09-25,South,B009,South - Mangalore,Nitin R,Grocery,GRO-002,2,3522.42,2151.39,7044.84,4302.78,2742.06,227.22,2514.84,Card,Saturday
T000574,2021-10-13,South,B010,South - Mysore,Meera S,Grocery,GRO-021,1,4864.21,2801.89,4864.21,2801.89,2062.32,490.18,1572.14,Card,Wednesday
T000575,2020-12-26,South,B009,South - Mangalore,Nitin R,Grocery,GRO-008,1,3351.33,1628.36,3351.33,1628.36,1722.97,84.7,1638.27,UPI,Saturday
T000576,2021-12-01,West,B011,West - Ahmedabad,Kumar S,Clothing,CLO-002,1,4115.23,2204.24,4115.23,2204.24,1910.99,402.45,1508.54,NetBanking,Wednesday
T000577,2019-09-24,North,B006,North - Madurai,Karthik V,Grocery,GRO-021,1,3173.69,1455.91,3173.69,1455.91,1717.78,457.58,1260.2,Card,Tuesday
T000578,2020-11-22,North,B007,North - Trichy,Sahana P,Clothing,CLO-030,1,2933.05,1511.42,2933.05,1511.42,1421.63,160.29,1261.34,Cash,Sunday
T000579,2020-10-05,West,B012,West - Mumbai,Vikram J,Grocery,GRO-028,1,1054.12,842.68,1054.12,842.68,211.44,130.17,81.27,Wallet,Monday
T000580,2021-11-24,North,B006,North - Madurai,Karthik V,Grocery,GRO-028,1,3721.34,2554.07,3721.34,2554.07,1167.27,217.87,949.4,Cash,Wednesday
T000581,2019-05-23,North,B004,North - Chennai,Anil Rao,Health & Beauty,HEA-001,1,2588.54,1475.87,2588.54,1475.87,1112.67,219.96,892.71,Card,Thursday
T000582,2021-04-30,South,B010,South - Mysore,Meera S,Home & Kitchen,HOM-002,1,3750.23,2804.42,3750.23,2804.42,945.81,280.52,665.29,Card,Friday
T000583,2021-11-14,West,B012,West - Mumbai,Vikram J,Clothing,CLO-047,1,3884.13,2043.85,3884.13,2043.85,1840.28,470.91,1369.37,Card,Sunday
T000584,2019-01-17,South,B009,South - Mangalore,Nitin R,Toys,TOY-036,2,775.74,524.46,1551.48,1048.92,502.56,100.89,401.67,Card,Thursday
T000585,2020-10-12,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-043,2,868.83,391.68,1737.66,783.36,954.3,354.09,600.21,Cash,Monday
T000586,2021-07-01,East,B003,East - Siliguri,Sunita M,Grocery,GRO-049,2,562.2,382.18,1124.4,764.36,360.04,198.25,161.79,Wallet,Thursday
T000587,2020-05-10,West,B012,West - Mumbai,Vikram J,Grocery,GRO-035,1,510.44,255.4,510.44,255.4,255.04,42.79,212.25,UPI,Sunday
T000588,2019-06-04,South,B009,South - Mangalore,Nitin R,Home & Kitchen,HOM-037,1,875.9,677.34,875.9,677.34,198.56,153.58,44.98,Card,Tuesday
